CD_ESTABELECIMENTO;DSC_RAZAO_SOCIAL;NM_FANTASIA;CD_MUNICIPIO;TP_ESTABELECIMENTO;URI_MUNICIPIO
2465981;LINHARES;UNIDADE DE SAUDE FARIAS RODOLFO BITTI;3203205;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203205
2465981;LINHARES;UNIDADE DE SAUDE FARIAS RODOLFO BITTI;3203205;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203205
2615258;LINHARES;UNIDADE DE SAUDE BEBEDOURO BENEVENUTO ZORZANELLI;3203205;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203205
2615258;LINHARES;UNIDADE DE SAUDE BEBEDOURO BENEVENUTO ZORZANELLI;3203205;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203205
2466279;LINHARES;UNIDADE DE SAUDE LINHARES V MARIA SOUZA DOS SANTOS;3203205;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203205
2466279;LINHARES;UNIDADE DE SAUDE LINHARES V MARIA SOUZA DOS SANTOS;3203205;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203205
4262557;MUNICIPIO DE IRUPI;UNIDADE BASICA DE SAUDE DOMINGOS ALIPIO VICENTE;3202652;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202652
994987;MUNICIPIO DE IRUPI;UNIDADE BASICA DE SAUDE DOMINGOS ALIPIO VICENTE;3202652;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202652
2628058;MUNICIPIO DE IRUPI;UNIDADE BASICA DE SAUDE CAROLINO BARBOSA;3202652;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202652
2628058;MUNICIPIO DE IRUPI;UNIDADE BASICA DE SAUDE CAROLINO BARBOSA;3202652;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202652
9636099;MUNICIPIO DE VIANA;UNIDADE BASICA DE SAUDE DE ELDORADO;3205101;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205101
9636099;MUNICIPIO DE VIANA;UNIDADE BASICA DE SAUDE DE ELDORADO;3205101;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205101
9664521;MUNICIPIO DE VIANA;UNIDADE BASICA DE SAUDE ADOLAR ARMANI DE SOUZA;3205101;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205101
9664521;MUNICIPIO DE VIANA;UNIDADE BASICA DE SAUDE ADOLAR ARMANI DE SOUZA;3205101;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205101
3883418;US2 NOVO HORIZONTE;US2 NOVO HORIZONTE ARMANDO VAGO;3201506;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201506
9329412;MUNICIPIO CARIACICA;PRONTO ATENDIMENTO LEONOR MIGUEL FEU ROSA BELA VISTA;3201308;Pronto Atendimento;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201308
9329412;MUNICIPIO CARIACICA;PRONTO ATENDIMENTO LEONOR MIGUEL FEU ROSA BELA VISTA;3201308;Pronto Atendimento;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201308
808067;CENTRO DE IMUNIZACAO;CENTRO DE IMUNIZACAO;3202652;Centro de Imunização;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202652
3256685;MUNICIPIO DE CASTELO;SALA DE IMUNIZACAO DA ATENCAO BASICA;3201407;Centro de Imunização;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201407
3256685;MUNICIPIO DE CASTELO;SALA DE IMUNIZACAO DA ATENCAO BASICA;3201407;Centro de Imunização;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3201407
2448262;MUNICIPIO DE IBATIBA;POLICLINICA MUNICIPAL PREFEITO SONITER MIRANDA SARAIVA;3202454;Policlínica;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202454
2448289;MUNICIPIO DE IBATIBA;UNIDADE DE SAUDE DA ESF CENTRO IPE;3202454;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202454
2448289;MUNICIPIO DE IBATIBA;UNIDADE DE SAUDE DA ESF CENTRO NESF;3202454;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3202454
2483971;MUNICIPIO DE JAGUARE;ESF PALMITAL;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
2483971;MUNICIPIO DE JAGUARE;ESF PALMITAL;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
7270429;MUNICIPIO DE JAGUARE;UNIDADE DE SAUDE DA FAMILIA CALIXTO DAGOSTINI IRMA TEREZA;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
7270429;MUNICIPIO DE JAGUARE;UNIDADE DE SAUDE DA FAMILIA CALIXTO DAGOSTINI IRMA TEREZA;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
7019807;MUNICIPIO DE JAGUARE;ESF BOA VISTA;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
7019807;MUNICIPIO DE JAGUARE;ESF BOA VISTA;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
7014953;MUNICIPIO DE JAGUARE;ESF BARRA SECA DE PONTE NOVA;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
7014953;MUNICIPIO DE JAGUARE;ESF BARRA SECA DE PONTE NOVA;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
2484269;MUNICIPIO DE JAGUARE;UMI UNIDADE MISTA DE INTERNACAO;3203056;Unidade de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
7263333;MUNICIPIO DE JAGUARE;UNIDADE DE SAUDE DA FAMILIA CALIXTO DAGOSTINI SEAC;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
7263333;MUNICIPIO DE JAGUARE;UNIDADE DE SAUDE DA FAMILIA CALIXTO DAGOSTINI SEAC;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
2484412;MUNICIPIO DE JAGUARE;ESF FATIMA;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
2484412;MUNICIPIO DE JAGUARE;ESF FATIMA;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
2678209;MUNICIPIO DE JAGUARE;ESF AGUA LIMPA;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
2678209;MUNICIPIO DE JAGUARE;ESF AGUA LIMPA;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
2483947;MUNICIPIO DE JAGUARE;ESF GIRAL;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
2483947;MUNICIPIO DE JAGUARE;ESF GIRAL;3203056;Unidade de Saúde da Família;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3203056
12033;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE JARDIM CAMBURI RAUL OLIVEIRA NEVES;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12033;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE JARDIM CAMBURI RAUL OLIVEIRA NEVES;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12041;MUNICIPIO DE VITORIA;CENTRO DE ATENCAO PSICOSSOCIAL AD III;3205309;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11789;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE SANTO ANTONIO;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11789;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE SANTO ANTONIO;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
28177;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE PRAIA DO SUA LUCILO BORGES SANT ANA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
28177;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE PRAIA DO SUA LUCILO BORGES SANT ANA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11797;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE JESUS DE NAZARETH;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11797;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE JESUS DE NAZARETH;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
28185;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE BONFIM THOMAZ THOMAZI;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
28185;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE BONFIM THOMAZ THOMAZI;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
115487;MUNICIPIO DE VITORIA;CENTRAL DE IMUNOBIOLOGICOS MUNICIPAL;3205309;Centro de Imunização;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12068;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE ALAGOANO ARIOVALDO FAVALESSA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12068;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE ALAGOANO ARIOVALDO FAVALESSA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12076;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE ILHA DAS CAIEIRAS;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12076;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE ILHA DAS CAIEIRAS;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11827;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE FORTE SAO JOAO BOLIVAR DE ABREU;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11827;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE FORTE SAO JOAO BOLIVAR DE ABREU;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12084;MUNICIPIO DE VITORIA;CENTRO DE REFERENCIA EM IST AIDS;3205309;Centro de Referência;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11835;MUNICIPIO DE VITORIA;PRONTO ATENDIMENTO SAO PEDRO;3205309;Pronto Atendimento;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12092;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE DE ANDORINHAS;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12092;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE DE ANDORINHAS;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12351;MUNICIPIO DE VITORIA;CENTRO DE ATENCAO PSICOSSOCIAL CAPS II;3205309;Centro de Atenção Psicossocial;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12114;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE BAIRRO DA PENHA GILSON SANTOS;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12114;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE BAIRRO DA PENHA GILSON SANTOS;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12122;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE BAIRRO REPUBLICA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12122;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE BAIRRO REPUBLICA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11878;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE JARDIM DA PENHA OTAVIANO R CARVALHO;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11878;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE JARDIM DA PENHA OTAVIANO R CARVALHO;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
2630001;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE RESISTENCIA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
2630001;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE RESISTENCIA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12149;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE SANTO ANDRE;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12149;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE SANTO ANDRE;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11894;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE GRANDE VITORIA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11894;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE GRANDE VITORIA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12157;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE ILHA DE SANTA MARIA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12157;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE ILHA DE SANTA MARIA;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11908;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE MARIA ORTIZ;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11908;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE MARIA ORTIZ;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12165;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE CONSOLACAO MARIA RANGEL PASSOS;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12165;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE CONSOLACAO MARIA RANGEL PASSOS;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
7603592;MUNICIPIO DE VITORIA;CENTRO DE ATENCAO PSICOSSOCIAL SAO PEDRO;3205309;Outros;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11916;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE ILHA DO PRINCIPE;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11916;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE ILHA DO PRINCIPE;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12173;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE DE FONTE GRANDE DR AFFONSO SCHWAB;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
12173;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE DE FONTE GRANDE DR AFFONSO SCHWAB;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11924;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE JABOUR DR CARLITO VON SCHILGEN;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
11924;MUNICIPIO DE VITORIA;UNIDADE BASICA DE SAUDE JABOUR DR CARLITO VON SCHILGEN;3205309;Unidade Básica de Saúde;https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3205309
